Source;Target;Type
Whitefield, George, 1714-1770;Luce grant;Undirected
Assembly of Pastors of Churches in New-England (1743 : Boston, Mass.);Congregational churches;Undirected
Assembly of Pastors of Churches in New-England (1743 : Boston, Mass.);Great Awakening;Undirected
Assembly of Pastors of Churches in New-England (1743 : Boston, Mass.);Luce grant;Undirected
Congregational churches;Assembly of Pastors of Churches in New-England (1743 : Boston, Mass.);Undirected
Congregational churches;Great Awakening;Undirected
Congregational churches;Luce grant;Undirected
Great Awakening;Assembly of Pastors of Churches in New-England (1743 : Boston, Mass.);Undirected
Great Awakening;Congregational churches;Undirected
Great Awakening;Luce grant;Undirected
Cooper, William, 1694-1743;Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Undirected
Cooper, William, 1694-1743;Charity;Undirected
Cooper, William, 1694-1743;Religious tolerance;Undirected
Cooper, William, 1694-1743;Luce grant;Undirected
Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Charity;Undirected
Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Religious tolerance;Undirected
Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Luce grant;Undirected
Charity;Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Undirected
Charity;Religious tolerance;Undirected
Charity;Luce grant;Undirected
Religious tolerance;Ashley, Jonathan, 1712-1780. Great duty of charity considered and applied;Undirected
Religious tolerance;Charity;Undirected
Religious tolerance;Luce grant;Undirected
Hobby, William, 1707-1765. Inquiry into the itinerancy, and the conduct of the Rev. Mr. George Whitefield;Whitefield, George, 1714-1770;Undirected
Hobby, William, 1707-1765. Inquiry into the itinerancy, and the conduct of the Rev. Mr. George Whitefield;Great Awakening;Undirected
Hobby, William, 1707-1765. Inquiry into the itinerancy, and the conduct of the Rev. Mr. George Whitefield;Luce grant;Undirected
Whitefield, George, 1714-1770;Great Awakening;Undirected
Whitefield, George, 1714-1770;Luce grant;Undirected
Great Awakening;Whitefield, George, 1714-1770;Undirected
Great Awakening;Luce grant;Undirected
Whitefield, George, 1714-1770;Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Undirected
Whitefield, George, 1714-1770;Church of England;Undirected
Whitefield, George, 1714-1770;Great Awakening;Undirected
Whitefield, George, 1714-1770;Itinerancy (Church polity);Undirected
Whitefield, George, 1714-1770;Luce grant;Undirected
Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Church of England;Undirected
Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Great Awakening;Undirected
Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Itinerancy (Church polity);Undirected
Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Luce grant;Undirected
Church of England;Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Undirected
Church of England;Great Awakening;Undirected
Church of England;Itinerancy (Church polity);Undirected
Church of England;Luce grant;Undirected
Great Awakening;Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Undirected
Great Awakening;Church of England;Undirected
Great Awakening;Itinerancy (Church polity);Undirected
Great Awakening;Luce grant;Undirected
Itinerancy (Church polity);Foxcroft, Thomas, 1697-1769. Apology in behalf of the Revd. Mr. Whitefield;Undirected
Itinerancy (Church polity);Church of England;Undirected
Itinerancy (Church polity);Great Awakening;Undirected
Itinerancy (Church polity);Luce grant;Undirected
Peace;War;Undirected
Peace;Luce grant;Undirected
War;Luce grant;Undirected
Sage, Sylvester, 1765-1841;Sermons;Undirected
Sage, Sylvester, 1765-1841;Luce grant;Undirected
Sermons;Luce grant;Undirected
Sermons;Holy Spirit;Undirected
Sermons;Luce grant;Undirected
Holy Spirit;Luce grant;Undirected
Sermons;Luce grant;Undirected
Hobbs, Josiah, 1759 or 60-1784;Lightning;Undirected
Hobbs, Josiah, 1759 or 60-1784;Sermons;Undirected
Hobbs, Josiah, 1759 or 60-1784;Luce grant;Undirected
Lightning;Sermons;Undirected
Lightning;Luce grant;Undirected
Sermons;Lightning;Undirected
Sermons;Luce grant;Undirected
Blackburn, Henry, d. 1796;Wilkinson, George, d. 1795;Undirected
Blackburn, Henry, d. 1796;Criminals;Undirected
Blackburn, Henry, d. 1796;Murder;Undirected
Blackburn, Henry, d. 1796;Executions and executioners;Undirected
Blackburn, Henry, d. 1796;Sermons;Undirected
Blackburn, Henry, d. 1796;Luce grant;Undirected
Wilkinson, George, d. 1795;Criminals;Undirected
Wilkinson, George, d. 1795;Murder;Undirected
Wilkinson, George, d. 1795;Executions and executioners;Undirected
Wilkinson, George, d. 1795;Sermons;Undirected
Wilkinson, George, d. 1795;Luce grant;Undirected
Criminals;Wilkinson, George, d. 1795;Undirected
Criminals;Murder;Undirected
Criminals;Executions and executioners;Undirected
Criminals;Sermons;Undirected
Criminals;Luce grant;Undirected
Murder;Wilkinson, George, d. 1795;Undirected
Murder;Criminals;Undirected
Murder;Executions and executioners;Undirected
Murder;Sermons;Undirected
Murder;Luce grant;Undirected
Executions and executioners;Wilkinson, George, d. 1795;Undirected
Executions and executioners;Criminals;Undirected
Executions and executioners;Murder;Undirected
Executions and executioners;Sermons;Undirected
Executions and executioners;Luce grant;Undirected
Sermons;Wilkinson, George, d. 1795;Undirected
Sermons;Criminals;Undirected
Sermons;Murder;Undirected
Sermons;Executions and executioners;Undirected
Sermons;Luce grant;Undirected
Jesus Christ;Repentance;Undirected
Jesus Christ;Salvation;Undirected
Jesus Christ;Luce grant;Undirected
Repentance;Salvation;Undirected
Repentance;Luce grant;Undirected
Salvation;Repentance;Undirected
Salvation;Luce grant;Undirected
Jesus Christ;Repentance;Undirected
Jesus Christ;Salvation;Undirected
Jesus Christ;Luce grant;Undirected
Repentance;Salvation;Undirected
Repentance;Luce grant;Undirected
Salvation;Repentance;Undirected
Salvation;Luce grant;Undirected
Jesus Christ;Repentance;Undirected
Jesus Christ;Salvation;Undirected
Jesus Christ;Luce grant;Undirected
Repentance;Salvation;Undirected
Repentance;Luce grant;Undirected
Salvation;Repentance;Undirected
Salvation;Luce grant;Undirected
Luce grant;United States;Undirected
War;Sermons;Undirected
War;Luce grant;Undirected
War;Upton (Mass.);Undirected
Sermons;Luce grant;Undirected
Sermons;Upton (Mass.);Undirected
Luce grant;Sermons;Undirected
Luce grant;Upton (Mass.);Undirected
Jesus Christ;Sermons;Undirected
Jesus Christ;Luce grant;Undirected
Sermons;Luce grant;Undirected
Peace;War;Undirected
Peace;Luce grant;Undirected
War;Luce grant;Undirected
Spooner, Joshua;Criminals;Undirected
Spooner, Joshua;Murder;Undirected
Spooner, Joshua;Sermons;Undirected
Spooner, Joshua;Luce grant;Undirected
Criminals;Murder;Undirected
Criminals;Sermons;Undirected
Criminals;Luce grant;Undirected
Murder;Criminals;Undirected
Murder;Sermons;Undirected
Murder;Luce grant;Undirected
Sermons;Criminals;Undirected
Sermons;Murder;Undirected
Sermons;Luce grant;Undirected
Tucke, John, 1702-1773;Sermons;Undirected
Tucke, John, 1702-1773;Luce grant;Undirected
Sermons;Luce grant;Undirected
Sermons;Luce grant;Undirected
Sermons;Luce grant;Undirected
Foster, Jedidiah, 1726-1779;Funeral sermons;Undirected
Foster, Jedidiah, 1726-1779;Sermons;Undirected
Foster, Jedidiah, 1726-1779;Luce grant;Undirected
Funeral sermons;Sermons;Undirected
Funeral sermons;Luce grant;Undirected
Sermons;Funeral sermons;Undirected
Sermons;Luce grant;Undirected
Education;Sermons;Undirected
Education;Luce grant;Undirected
Sermons;Luce grant;Undirected
Spooner, Joshua;Criminals;Undirected
Spooner, Joshua;Murder;Undirected
Spooner, Joshua;Sermons;Undirected
Spooner, Joshua;Luce grant;Undirected
Criminals;Murder;Undirected
Criminals;Sermons;Undirected
Criminals;Luce grant;Undirected
Murder;Criminals;Undirected
Murder;Sermons;Undirected
Murder;Luce grant;Undirected
Sermons;Criminals;Undirected
Sermons;Murder;Undirected
Sermons;Luce grant;Undirected
Sermons;Luce grant;Undirected
Leonard, Elijah, 1760-1834;Sermons;Undirected
Leonard, Elijah, 1760-1834;Luce grant;Undirected
Sermons;Luce grant;Undirected
Youth;Conduct of life;Undirected
Youth;Sermons;Undirected
Youth;Luce grant;Undirected
Conduct of life;Sermons;Undirected
Conduct of life;Luce grant;Undirected
Sermons;Conduct of life;Undirected
Sermons;Luce grant;Undirected
Sermons;Luce grant;Undirected
Young women;Conduct of life;Undirected
Young women;Luce grant;Undirected
Conduct of life;Luce grant;Undirected
Young men;Conduct of life;Undirected
Young men;Luce grant;Undirected
Conduct of life;Luce grant;Undirected
Young women;Conduct of life;Undirected
Young women;Sermons;Undirected
Young women;Luce grant;Undirected
Conduct of life;Sermons;Undirected
Conduct of life;Luce grant;Undirected
Sermons;Conduct of life;Undirected
Sermons;Luce grant;Undirected
Young men;Conduct of life;Undirected
Young men;Luce grant;Undirected
Conduct of life;Luce grant;Undirected
Young women;Conduct of life;Undirected
Young women;Luce grant;Undirected
Conduct of life;Luce grant;Undirected
Crown Point Expedition, 1755;Sermons;Undirected
Crown Point Expedition, 1755;Luce grant;Undirected
Crown Point Expedition, 1755;Newbury (Mass.);Undirected
Crown Point Expedition, 1755;United States;Undirected
Sermons;Luce grant;Undirected
Sermons;Newbury (Mass.);Undirected
Sermons;United States;Undirected
Luce grant;Sermons;Undirected
Luce grant;Newbury (Mass.);Undirected
Luce grant;United States;Undirected
Newbury (Mass.);Sermons;Undirected
Newbury (Mass.);Luce grant;Undirected
Newbury (Mass.);United States;Undirected
Fourth of July orations;Sermons;Undirected
Town House (Boston, Mass.);Fires;Undirected
Town House (Boston, Mass.);Sermons;Undirected
Town House (Boston, Mass.);Luce grant;Undirected
Fires;Sermons;Undirected
Fires;Luce grant;Undirected
Sermons;Fires;Undirected
Sermons;Luce grant;Undirected
Sermons;Luce grant;Undirected
Sermons;Louisbourg (N.S.);Undirected
Sermons;United States;Undirected
Luce grant;Louisbourg (N.S.);Undirected
Luce grant;United States;Undirected
Louisbourg (N.S.);Luce grant;Undirected
Louisbourg (N.S.);United States;Undirected
Dana, Joseph, 1742-1827;Sermons;Undirected
Dana, Joseph, 1742-1827;Luce grant;Undirected
Sermons;Luce grant;Undirected
Bible. N.T. Revelation;Papacy;Undirected
Bible. N.T. Revelation;Prophecies;Undirected
Bible. N.T. Revelation;France;Undirected
Papacy;Prophecies;Undirected
Papacy;France;Undirected
Prophecies;Papacy;Undirected
Prophecies;France;Undirected
Hull, John, 1701 or 2-1768;Sermons;Undirected
Hull, John, 1701 or 2-1768;Luce grant;Undirected
Sermons;Luce grant;Undirected
Charities;Sermons;Undirected
Charities;Luce grant;Undirected
Charities;Roxbury (Boston, Mass.);Undirected
Sermons;Luce grant;Undirected
Sermons;Roxbury (Boston, Mass.);Undirected
Luce grant;Sermons;Undirected
Luce grant;Roxbury (Boston, Mass.);Undirected
Foster, John, 1763-1829;Sermons;Undirected
Foster, John, 1763-1829;Luce grant;Undirected
Sermons;Luce grant;Undirected
Jackson, John, 1771-1844;Sermons;Undirected
Jackson, John, 1771-1844;Luce grant;Undirected
Sermons;Luce grant;Undirected
Jesus Christ;Foster, Joel, 1755-1812;Undirected
Jesus Christ;Salvation;Undirected
Jesus Christ;Sermons;Undirected
Jesus Christ;Luce grant;Undirected
Foster, Joel, 1755-1812;Salvation;Undirected
Foster, Joel, 1755-1812;Sermons;Undirected
Foster, Joel, 1755-1812;Luce grant;Undirected
Salvation;Foster, Joel, 1755-1812;Undirected
Salvation;Sermons;Undirected
Salvation;Luce grant;Undirected
Sermons;Foster, Joel, 1755-1812;Undirected
Sermons;Salvation;Undirected
Sermons;Luce grant;Undirected
Pequot War, 1636-1638;Luce grant;Undirected
Pequot War, 1636-1638;Greenfield (Conn.);Undirected
Pequot War, 1636-1638;Fairfield (Conn.);Undirected
Luce grant;Greenfield (Conn.);Undirected
Luce grant;Fairfield (Conn.);Undirected
Greenfield (Conn.);Luce grant;Undirected
Greenfield (Conn.);Fairfield (Conn.);Undirected
Foster, Emerson, 1747-1814;Sermons;Undirected
Foster, Emerson, 1747-1814;Luce grant;Undirected
Sermons;Luce grant;Undirected
Foster, Dan, 1748-1810;Sermons;Undirected
Foster, Dan, 1748-1810;Luce grant;Undirected
Sermons;Luce grant;Undirected
Osgood, Jonathan, 1761-1822;Sermons;Undirected
Osgood, Jonathan, 1761-1822;Luce grant;Undirected
Sermons;Luce grant;Undirected
Hartwell, Josiah, 1776-1791;Drowning;Undirected
Hartwell, Josiah, 1776-1791;Drowning victims;Undirected
Hartwell, Josiah, 1776-1791;Sermons;Undirected
Hartwell, Josiah, 1776-1791;Luce grant;Undirected
Drowning;Drowning victims;Undirected
Drowning;Sermons;Undirected
Drowning;Luce grant;Undirected
Drowning victims;Drowning;Undirected
Drowning victims;Sermons;Undirected
Drowning victims;Luce grant;Undirected
Sermons;Drowning;Undirected
Sermons;Drowning victims;Undirected
Sermons;Luce grant;Undirected
Fish, Elisha, 1719-1795. Japheth dwelling in the tents of Shem;Baptism;Undirected
Fish, Elisha, 1719-1795. Japheth dwelling in the tents of Shem;Infant baptism;Undirected
Fish, Elisha, 1719-1795. Japheth dwelling in the tents of Shem;Regeneration (Theology);Undirected
Fish, Elisha, 1719-1795. Japheth dwelling in the tents of Shem;Luce grant;Undirected
Baptism;Infant baptism;Undirected
Baptism;Regeneration (Theology);Undirected
Baptism;Luce grant;Undirected
Infant baptism;Baptism;Undirected
Infant baptism;Regeneration (Theology);Undirected
Infant baptism;Luce grant;Undirected
Regeneration (Theology);Baptism;Undirected
Regeneration (Theology);Infant baptism;Undirected
Regeneration (Theology);Luce grant;Undirected
Sermons;Luce grant;Undirected
Sermons;United States;Undirected
Luce grant;United States;Undirected
Bible;Politics in the Bible;Undirected
Bible;Luce grant;Undirected
Politics in the Bible;Luce grant;Undirected
Sermons;Luce grant;Undirected
Psalters;Hymns;Undirected
Psalters;Luce grant;Undirected
Hymns;Luce grant;Undirected
Baccalaureate addresses;Luce grant;Undirected
Foster, Daniel, 1750?-1795;Sermons;Undirected
Foster, Daniel, 1750?-1795;Luce grant;Undirected
Sermons;Luce grant;Undirected
Buckminster, Joseph, 1720-1792. Brief paraphrase upon Romans X. 4;Foster, Isaac, 1725-1807. Fallen sinners of men able to do well;Undirected
Buckminster, Joseph, 1720-1792. Brief paraphrase upon Romans X. 4;Salvation;Undirected
Buckminster, Joseph, 1720-1792. Brief paraphrase upon Romans X. 4;Luce grant;Undirected
Foster, Isaac, 1725-1807. Fallen sinners of men able to do well;Salvation;Undirected
Foster, Isaac, 1725-1807. Fallen sinners of men able to do well;Luce grant;Undirected
Salvation;Foster, Isaac, 1725-1807. Fallen sinners of men able to do well;Undirected
Salvation;Luce grant;Undirected
Hygiene;Health;Undirected
Hygiene;Luce grant;Undirected
Health;Luce grant;Undirected
Psalmody;Church music;Undirected
Psalmody;Luce grant;Undirected
Church music;Luce grant;Undirected
Bible;Bible as literature;Undirected
Bible;Baccalaureate addresses;Undirected
Bible;Luce grant;Undirected
Bible as literature;Baccalaureate addresses;Undirected
Bible as literature;Luce grant;Undirected
Baccalaureate addresses;Bible as literature;Undirected
Baccalaureate addresses;Luce grant;Undirected
Bartlet, Moses, 1708-1799;Ross, Robert, 1726-1799. Plain address to the Quakers;Undirected
Bartlet, Moses, 1708-1799;Hobart, Noah, 1706-1773. Attempt to illustrate and confirm the ecclesiastical constitution of the consociated churches;Undirected
Bartlet, Moses, 1708-1799;Fitch, Thomas, 1700-1774. Explanation of Say-Brook Platform;Undirected
Bartlet, Moses, 1708-1799;Connecticut. Laws, etc;Undirected
Bartlet, Moses, 1708-1799;Saybrook Synod (1708 : Saybrook, Conn.) Confession of faith;Undirected
Bartlet, Moses, 1708-1799;Congregational churches;Undirected
Bartlet, Moses, 1708-1799;Congregational churches;Undirected
Bartlet, Moses, 1708-1799;Congregational churches;Undirected
Bartlet, Moses, 1708-1799;Luce grant;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Hobart, Noah, 1706-1773. Attempt to illustrate and confirm the ecclesiastical constitution of the consociated churches;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Fitch, Thomas, 1700-1774. Explanation of Say-Brook Platform;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Connecticut. Laws, etc;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Saybrook Synod (1708 : Saybrook, Conn.) Confession of faith;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Congregational churches;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Congregational churches;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Congregational churches;Undirected
Ross, Robert, 1726-1799. Plain address to the Quakers;Luce grant;Undirected
Hobart, Noah, 1706-1773. Attempt to illustrate and confirm the ecclesiastical constitution of the consociated churches;Ross, Robert, 1726-1799. Plain address to the Quakers;Undirected
Hobart, Noah, 1706-1773. Attempt to illustrate and confirm the ecclesiastical constitution of the consociated churches;Fitch, Thomas, 1700-1774. Explanation of Say-Brook Platform;Undirected
